"","VILLCODE","COUNTYNAME","TOWNNAME","VILLNAME","VILLENG","COUNTYID","COUNTYCODE","TOWNID","TOWNCODE","NOTE","fullname","area","field_1","imageName","lat","lng","dataTime","remark","上傳者","標註者","createdAt","updatedAt","候選人姓名.不想寫請填NA.","大選區","政黨","子選區","候選人類別.同框選小的.","多看板中的哪一個","看板類別","思源地圖類別","思源地圖名稱","是否有政黨標誌","主標語","位置描述資訊","看板費用類別","geometry"
"7898.1","10004100001","新竹縣","寶山鄉","雙溪村","Shuangxi Vil.","J","10004","J11","10004100",NA,"新竹縣寶山鄉雙溪村",3266200.96247352,"62","63172e8f10be15bc1cc8d23d",24.7681972222222,120.988205555556,"2022-09-06T09:13:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:27:11.705Z","2022-09-06T11:27:11.705Z","徐冬曲","新竹縣","無黨","寶山鄉","其他（如鄉鎮市長、或村里長）","右","固定式","NA","NA","否","寶山新世代","NA","NA",c(120.988205555556, 24.7681972222222)
"7898.2","10004100001","新竹縣","寶山鄉","雙溪村","Shuangxi Vil.","J","10004","J11","10004100",NA,"新竹縣寶山鄉雙溪村",3266200.96247352,"63","63172e5710be15f5e2c8d23c",24.7681972222222,120.988205555556,"2022-09-06T09:13:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:26:15.041Z","2022-09-06T11:26:15.041Z","邱振瑋","新竹縣","國民黨","寶山鄉","其他（如鄉鎮市長、或村里長）","不容易描述","固定式","NA","NA","是","寶山起飛 幸福綻放","NA","NA",c(120.988205555556, 24.7681972222222)
"7898.3","10004100001","新竹縣","寶山鄉","雙溪村","Shuangxi Vil.","J","10004","J11","10004100",NA,"新竹縣寶山鄉雙溪村",3266200.96247352,"64","63172e1310be157806c8d23b",24.7681972222222,120.988205555556,"2022-09-06T09:13:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:25:07.061Z","2022-09-06T11:25:07.061Z","范玉燕","新竹縣","無黨","寶山鄉","其他（如鄉鎮市長、或村里長）","左","固定式","NA","NA","否","專業領航 幸福升級","NA","NA",c(120.988205555556, 24.7681972222222)
"178","10018010053","新竹市","東區","明湖里","Minghu Vil.","O","10018","O01","10018010",NA,"新竹市東區明湖里",1380776.3528189,"68","63172cb210be15ef50c8d237",24.7678972222222,120.978661111111,"2022-09-06T09:09:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:19:14.482Z","2022-09-06T11:19:14.482Z","林汶蓉","新竹市","無黨","NA","其他（如鄉鎮市長、或村里長）","只有一個","固定式","NA","NA","否","升級明","NA","NA",c(120.978661111111, 24.7678972222222)
"178.1","10018010053","新竹市","東區","明湖里","Minghu Vil.","O","10018","O01","10018010",NA,"新竹市東區明湖里",1380776.3528189,"69","63172c8610be151beec8d236",24.7682805555556,120.977997222222,"2022-09-06T09:09:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:18:30.625Z","2022-09-06T11:18:30.625Z","何智昌","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","選對人 沒有不能做的事","NA","NA",c(120.977997222222, 24.7682805555556)
"178.2","10018010053","新竹市","東區","明湖里","Minghu Vil.","O","10018","O01","10018010",NA,"新竹市東區明湖里",1380776.3528189,"70","63172c2c10be151c1ec8d235",24.7700972222222,120.976966666667,"2022-09-06T09:08:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:17:00.861Z","2022-09-06T11:17:00.861Z","何佳樺","新竹市","無黨","南區","縣市議員","右","固定式","NA","NA","否","關心地方事 關愛地方人","NA","NA",c(120.976966666667, 24.7700972222222)
"178.3","10018010053","新竹市","東區","明湖里","Minghu Vil.","O","10018","O01","10018010",NA,"新竹市東區明湖里",1380776.3528189,"71","63172bf510be157897c8d234",24.7700972222222,120.976966666667,"2022-09-06T09:08:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:16:05.057Z","2022-09-07T07:25:19.594Z","沈慧虹","新竹市","民進黨","NA","縣市長","左","NA","NA","NA","是","新竹光榮我帶頭","NA","NA",c(120.976966666667, 24.7700972222222)
"178.4","10018010053","新竹市","東區","明湖里","Minghu Vil.","O","10018","O01","10018010",NA,"新竹市東區明湖里",1380776.3528189,"72","63172bb910be15046cc8d233",24.7702777777778,120.973380555556,"2022-09-06T09:07:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:15:05.060Z","2022-09-06T11:15:05.060Z","林汶蓉","新竹市","無黨","NA","其他（如鄉鎮市長、或村里長）","只有一個","固定式","NA","NA","否","升級明湖","NA","NA",c(120.973380555556, 24.7702777777778)
"178.5","10018010053","新竹市","東區","明湖里","Minghu Vil.","O","10018","O01","10018010",NA,"新竹市東區明湖里",1380776.3528189,"73","63172b4610be15f09ac8d232",24.7715333333333,120.968566666667,"2022-09-06T09:05:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:13:10.626Z","2022-09-06T11:13:10.626Z","何佳樺","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","服務不分區 建設不分藍綠","NA","NA",c(120.968566666667, 24.7715333333333)
"240","10018010030","新竹市","東區","柴橋里","Chaiqiao Vil.","O","10018","O01","10018010",NA,"新竹市東區柴橋里",2004791.09160679,"74","63172b1110be155ca9c8d231",24.7758972222222,120.967225,"2022-09-06T09:02:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:12:17.761Z","2022-09-07T07:24:53.868Z","沈慧虹","新竹市","民進黨","NA","縣市長","只有一個","固定式","NA","NA","是","新竹光榮我帶頭","NA","NA",c(120.967225, 24.7758972222222)
"241","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"75","63172aed10be15d8ecc8d230",24.7791833333333,120.967330555556,"2022-09-06T09:00:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:11:41.141Z","2022-09-06T11:11:41.141Z","何佳樺","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","服務不分區 建設不分藍綠","NA","NA",c(120.967330555556, 24.7791833333333)
"241.1","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"76","63172aad10be1584afc8d22f",24.7791472222222,120.967361111111,"2022-09-06T09:00:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:10:37.079Z","2022-09-06T11:10:37.079Z","許修睿","新竹市","國民黨","南區","縣市議員","只有一個","固定式","NA","NA","是","專注前行","NA","NA",c(120.967361111111, 24.7791472222222)
"241.2","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"77","63172a7b10be156dbec8d22e",24.7799388888889,120.967711111111,"2022-09-06T09:00:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:09:47.807Z","2022-09-06T11:09:47.807Z","何智昌","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","改變您的投票習慣 您才可以看見未來","NA","NA",c(120.967711111111, 24.7799388888889)
"241.3","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"78","63172a2410be158250c8d22d",24.7802222222222,120.9674,"2022-09-06T08:59:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:08:20.987Z","2022-09-06T11:08:20.987Z","陳牡丹","新竹市","無黨","NA","其他（如鄉鎮市長、或村里長）","只有一個","固定式","NA","NA","否","換新 換然一新","NA","NA",c(120.9674, 24.7802222222222)
"241.4","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"79","631729d310be154638c8d22c",24.7850305555556,120.967536111111,"2022-09-06T08:58:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:06:59.850Z","2022-09-06T11:06:59.850Z","許修睿","新竹市","國民黨","南區","縣市議員","只有一個","NA","NA","NA","是","專注前行","NA","NA",c(120.967536111111, 24.7850305555556)
"241.5","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"80","631729a210be158064c8d22b",24.7858666666667,120.967636111111,"2022-09-06T08:57:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:06:10.395Z","2022-09-06T11:06:10.395Z","林耕仁","新竹市","國民黨","NA","縣市長","只有一個","固定式","NA","NA","是","CAN DO 精神","NA","NA",c(120.967636111111, 24.7858666666667)
"3734","10018010049","新竹市","東區","新光里","Xinguang Vil.","O","10018","O01","10018010",NA,"新竹市東區新光里",581883.833664891,"80","631729a210be158064c8d22b",24.7858666666667,120.967636111111,"2022-09-06T08:57:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:06:10.395Z","2022-09-06T11:06:10.395Z","林耕仁","新竹市","國民黨","NA","縣市長","只有一個","固定式","NA","NA","是","CAN DO 精神","NA","NA",c(120.967636111111, 24.7858666666667)
"241.6","10018010052","新竹市","東區","湖濱里","Hubin Vil.","O","10018","O01","10018010",NA,"新竹市東區湖濱里",1358365.09342685,"81","6317297210be15ac9fc8d22a",24.785875,120.967636111111,"2022-09-06T08:57:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:05:22.838Z","2022-09-06T11:05:22.838Z","何佳樺","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","用堅定溫暖的力量 力挺幸福南區佳話","NA","NA",c(120.967636111111, 24.785875)
"3734.1","10018010049","新竹市","東區","新光里","Xinguang Vil.","O","10018","O01","10018010",NA,"新竹市東區新光里",581883.833664891,"81","6317297210be15ac9fc8d22a",24.785875,120.967636111111,"2022-09-06T08:57:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:05:22.838Z","2022-09-06T11:05:22.838Z","何佳樺","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","用堅定溫暖的力量 力挺幸福南區佳話","NA","NA",c(120.967636111111, 24.785875)
"3767","10018020032","新竹市","北區","曲溪里","Quxi Vil.","O","10018","O02","10018020",NA,"新竹市北區曲溪里",1037487.07217603,"83","631728a110be155880c8d228",24.7921694444444,120.962905555556,"2022-09-06T08:54:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:01:53.072Z","2022-09-06T11:01:53.072Z","許登淇","新竹市","民眾黨","南區","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(120.962905555556, 24.7921694444444)
"3758","10018010016","新竹市","東區","振興里","Zhenxing Vil.","O","10018","O01","10018010",NA,"新竹市東區振興里",297628.88819862,"84","6317285010be155260c8d227",24.7939277777778,120.963708333333,"2022-09-06T08:53:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T11:00:32.903Z","2022-09-06T11:00:32.903Z","何智昌","新竹市","無黨","南區","縣市議員","只有一個","固定式","NA","NA","否","南區要改變 關鍵在您的支持","NA","NA",c(120.963708333333, 24.7939277777778)
"29","10018010009","新竹市","東區","竹蓮里","Zhulian Vil.","O","10018","O01","10018010",NA,"新竹市東區竹蓮里",71067.6678582007,"86","6317278410be15440ec8d225",24.7982583333333,120.970658333333,"2022-09-06T08:49:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T10:57:08.451Z","2022-09-06T10:57:08.451Z","林耕仁","新竹市","國民黨","NA","縣市長","只有一個","固定式","NA","NA","是","永續新竹","NA","NA",c(120.970658333333, 24.7982583333333)
"3730","10018010008","新竹市","東區","下竹里","Xiazhu Vil.","O","10018","O01","10018010",NA,"新竹市東區下竹里",103159.912434401,"89","631726d410be15ed26c8d222",24.8004138888889,120.974061111111,"2022-09-06T08:48:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T10:54:12.368Z","2022-09-06T10:54:12.368Z","徐美惠","新竹市","國民黨","南區","縣市議員","只有一個","固定式","NA","NA","是","與惠同行 ","NA","NA",c(120.974061111111, 24.8004138888889)
"3731","10018010013","新竹市","東區","公園里","Gongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區公園里",347639.068936276,"90","6317256a10be151930c8d221",24.8019055555556,120.976577777778,"2022-09-06T08:46:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-06T10:48:10.984Z","2022-09-07T07:13:04.996Z","張文興","新竹市","國民黨","東區","縣市議員","右","固定式","NA","NA","否","興新竹","NA","NA",c(120.976577777778, 24.8019055555556)
"3731.1","10018010013","新竹市","東區","公園里","Gongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區公園里",347639.068936276,"91","6317252c10be15fd93c8d220",24.8019055555556,120.976577777778,"2022-09-06T08:46:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-06T10:47:08.114Z","2022-09-07T07:25:39.107Z","沈慧虹","新竹市","民進黨","NA","縣市長","左","固定式","NA","NA","是","新竹光榮我帶頭","NA","NA",c(120.976577777778, 24.8019055555556)
"32","10018010021","新竹市","東區","東園里","Dongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區東園里",548500.915680049,"92","631724a710be156689c8d21f",24.8032444444444,120.980125,"2022-09-06T08:43:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-06T10:44:55.581Z","2022-09-06T10:44:55.581Z","高虹安","新竹市","民眾黨","NA","縣市長","只有一個","固定式","NA","NA","是","早安新竹 新竹找安","NA","NA",c(120.980125, 24.8032444444444)
"7368","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"95","6317108610be15895fc8d21c",25.0308333333333,121.522777777778,"2022-09-05T12:17:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:19:02.289Z","2022-09-06T09:19:02.289Z","李柏毅","臺北市","國民黨","第六選區 大安文山","縣市議員","右","固定式","NA","NA","否","NA","NA","NA",c(121.522777777778, 25.0308333333333)
"7368.1","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"96","6317103010be150b06c8d21b",25.0308333333333,121.522777777778,"2022-09-05T12:17:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:17:36.803Z","2022-09-06T09:17:36.803Z","王閔生","臺北市","民進黨","第六選區 大安文山","縣市議員","左","固定式","NA","NA","否","NA","NA","NA",c(121.522777777778, 25.0308333333333)
"7368.2","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"97","63170fdf10be15d7f0c8d21a",25.0308333333333,121.522777777778,"2022-09-05T12:17:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:16:15.479Z","2022-09-06T09:16:15.479Z","王欣儀","臺北市","國民黨","第六選區 大安文山","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(121.522777777778, 25.0308333333333)
"7368.3","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"98","63170f9410be15a761c8d219",25.0308333333333,121.522777777778,"2022-09-05T12:16:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:15:00.503Z","2022-09-06T09:15:00.503Z","詹晉鑒","臺北市","民進黨","第六選區 大安文山","縣市議員","只有一個","固定式","NA","NA","是","NA","NA","NA",c(121.522777777778, 25.0308333333333)
"7368.4","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"99","63170e7a10be158032c8d217",25.0308333333333,121.522777777778,"2022-09-05T12:16:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:10:18.350Z","2022-09-06T09:10:18.350Z","林岳龍","臺北市","其他","第六選區 大安文山","縣市議員","左","固定式","NA","NA","否","NA","NA","NA",c(121.522777777778, 25.0308333333333)
"7368.5","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"100","63170e3110be15577dc8d216",25.0305555555556,121.523055555556,"2022-09-05T12:16:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:09:05.539Z","2022-09-06T09:09:05.539Z","張志豪","臺北市","民眾黨","第六選區 大安文山","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(121.523055555556, 25.0305555555556)
"7368.6","63000030020","臺北市","大安區","錦泰里","Jintai Vil.","A","63000","A02","63000030",NA,"臺北市大安區錦泰里",140198.191129022,"101","63170d8010be15aa14c8d215",25.0305555555556,121.523055555556,"2022-09-05T12:16:00.000Z","NA","60c36720b652fe7e74444845","NA","2022-09-06T09:06:08.040Z","2022-09-06T09:06:08.040Z","鍾沛君","臺北市","國民黨","第六選區 大安文山區","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(121.523055555556, 25.0305555555556)
"2248.2","66000080036","臺中市","北屯區","平福里","Pingfu Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平福里",153524.028792758,"102","6316bd8c10be150abcc8d214",24.1746451666667,120.687516277778,"2022-09-05T07:05:00.000Z","","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:25:00.430Z","2022-09-06T03:26:29.380Z","黃健豪","臺中市","國民黨","北屯區","縣市議員","只有一個","固定式","NA","NA","否","北屯漸好 我能做到","NA","NA",c(120.687516277778, 24.1746451666667)
"2248.3","66000080036","臺中市","北屯區","平福里","Pingfu Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平福里",153524.028792758,"103","6316bd6110be15a4c1c8d213",24.1745744722222,120.688036555556,"2022-09-05T07:04:00.000Z","","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:24:17.329Z","2022-09-06T03:26:42.259Z","黃健豪","臺中市","國民黨","北屯區","縣市議員","只有一個","固定式","NA","NA","否","北屯漸好 我能做到","NA","NA",c(120.688036555556, 24.1745744722222)
"2248.4","66000080036","臺中市","北屯區","平福里","Pingfu Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平福里",153524.028792758,"104","6316bd3410be1563a4c8d212",24.1756808611111,120.690113305556,"2022-09-05T07:03:00.000Z","","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:23:32.777Z","2022-09-06T03:26:52.882Z","黃健豪","臺中市","國民黨","北屯區","縣市議員","只有一個","固定式","NA","NA","是","北屯漸好 我能做到","NA","NA",c(120.690113305556, 24.1756808611111)
"2248.5","66000080036","臺中市","北屯區","平福里","Pingfu Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平福里",153524.028792758,"105","6316bd0710be155e68c8d211",24.1756288611111,120.690266583333,"2022-09-05T07:02:00.000Z","","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:22:47.817Z","2022-09-06T03:27:14.176Z","盧秀燕","臺中市","國民黨","NA","縣市長","只有一個","固定式","NA","NA","否","守護台中 我堅持","NA","NA",c(120.690266583333, 24.1756288611111)
"2248.6","66000080036","臺中市","北屯區","平福里","Pingfu Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平福里",153524.028792758,"106","6316bcaa10be1530c7c8d210",24.1768511388889,120.690321861111,"2022-09-05T07:01:00.000Z","NA","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:21:14.899Z","2022-09-06T03:21:14.899Z","蔡雅玲","臺中市","民進黨","北屯區","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(120.690321861111, 24.1768511388889)
"2248.7","66000080036","臺中市","北屯區","平福里","Pingfu Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平福里",153524.028792758,"107","6316bc5d10be152b7fc8d20f",24.1768514444444,120.6903385,"2022-09-05T07:01:00.000Z","NA","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:19:57.411Z","2022-09-06T03:19:57.411Z","段體佩","臺中市","無黨","北屯區","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(120.6903385, 24.1768514444444)
"2249","66000080037","臺中市","北屯區","松和里","Songhe Vil.","B","66000","B08","66000080",NA,"臺中市北屯區松和里",221413.030426968,"108","6316bc2b10be157d8cc8d20e",24.1793546666667,120.690570694444,"2022-09-05T07:00:00.000Z","","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:19:07.873Z","2022-09-06T03:29:04.365Z","謝家宜","臺中市","民進黨","北屯區","縣市議員","只有一個","固定式","NA","NA","是","宜居北屯一起拚","","NA",c(120.690570694444, 24.1793546666667)
"2249.1","66000080037","臺中市","北屯區","松和里","Songhe Vil.","B","66000","B08","66000080",NA,"臺中市北屯區松和里",221413.030426968,"109","6316bbcb10be151e5bc8d20d",24.1804345,120.689614083333,"2022-09-05T06:59:00.000Z","NA","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:17:31.064Z","2022-09-06T03:17:31.064Z","陳成添","臺中市","國民黨","北屯區","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","NA",c(120.689614083333, 24.1804345)
"2250","66000080038","臺中市","北屯區","平陽里","Pingyang Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平陽里",318067.433174389,"110","6316bba610be15407fc8d20c",24.1763403055556,120.681340277778,"2022-09-05T06:26:00.000Z","NA","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:16:54.260Z","2022-09-06T03:16:54.260Z","沈佑蓮","臺中市","國民黨","北屯區","縣市議員","只有一個","固定式","NA","NA","是","NA","NA","NA",c(120.681340277778, 24.1763403055556)
"2250.1","66000080038","臺中市","北屯區","平陽里","Pingyang Vil.","B","66000","B08","66000080",NA,"臺中市北屯區平陽里",318067.433174389,"111","6316bb7b10be15e256c8d20b",24.1767470277778,120.677673583333,"2022-09-05T06:24:00.000Z","NA","5fa90c6ab652fe3e6e4447ab","NA","2022-09-06T03:16:11.065Z","2022-09-06T03:16:11.065Z","陳成添","臺中市","國民黨","北屯區","縣市議員","只有一個","固定式","NA","NA","NA","NA","NA","NA",c(120.677673583333, 24.1767470277778)
"2114","66000030003","臺中市","南區","南門里","Nanmen Vil.","B","66000","B03","66000030",NA,"臺中市南區南門里",334208.16534648,"112","6316a5ed10be154a83c8d20a",24.1223527777778,120.680908333333,"2022-09-04T09:12:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-06T01:44:13.566Z","2022-09-06T01:44:13.566Z","鄭功進","臺中市","民進黨","NA","縣市議員","上","固定式","NA","NA","NA","成功爭取南門橋","NA","NA",c(120.680908333333, 24.1223527777778)
"2114.1","66000030003","臺中市","南區","南門里","Nanmen Vil.","B","66000","B03","66000030",NA,"臺中市南區南門里",334208.16534648,"113","6316a5b710be1527a9c8d209",24.1223527777778,120.680908333333,"2022-09-04T09:12:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-06T01:43:19.917Z","2022-09-06T01:43:19.917Z","羅廷瑋","臺中市","國民黨","NA","縣市議員","右下","固定式","NA","NA","是","給孩子更好的未來","NA","NA",c(120.680908333333, 24.1223527777778)
"2114.2","66000030003","臺中市","南區","南門里","Nanmen Vil.","B","66000","B03","66000030",NA,"臺中市南區南門里",334208.16534648,"114","6316a57210be1528c2c8d208",24.1223527777778,120.680908333333,"2022-09-04T09:12:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-06T01:42:10.995Z","2022-09-06T01:42:10.995Z","何昆霖","臺中市","民進黨","NA","縣市議員","左下","NA","NA","NA","是","國際經驗台中實現","NA","NA",c(120.680908333333, 24.1223527777778)
"2156.3","66000040003","臺中市","西區","三民里","Sanmin Vil.","B","66000","B04","66000040",NA,"臺中市西區三民里",195414.988160667,"115","6316a53610be15539cc8d207",24.1360333333333,120.672852777778,"2022-09-04T09:04:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-06T01:41:10.381Z","2022-09-06T01:41:10.381Z","蔡其昌","臺中市","民進黨","NA","縣市長","只有一個","NA","NA","NA","是","行動派","NA","NA",c(120.672852777778, 24.1360333333333)
"2180","66000040013","臺中市","西區","安龍里","Anlong Vil.","B","66000","B04","66000040",NA,"臺中市西區安龍里",362762.535615498,"117","63169f1e10be153ecbc8d205",24.1437388888889,120.669480555556,"2022-09-04T08:47:00.000Z","NA","5f16b3799da4ec1711d623b4","NA","2022-09-06T01:15:10.782Z","2022-09-06T01:15:10.782Z","張彥彤","臺中市","國民黨","NA","縣市議員","只有一個","固定式","NA","NA","NA","美好台中，有志一彤","NA","NA",c(120.669480555556, 24.1437388888889)
"2230","66000070018","臺中市","南屯區","向心里","Xiangxin Vil.","B","66000","B07","66000070",NA,"臺中市南屯區向心里",308961.733920932,"118","6315f87410be152d8dc8d204",24.1375087974051,120.645852717862,"2022-09-04T07:39:00.000Z","","61c6a09910be1550a1c8d064","NA","2022-09-05T13:24:04.320Z","2022-09-05T14:07:40.986Z","劉士州 ","臺中市","國民黨","NA","縣市議員","右","NA","NA","NA","是","NA","NA","NA",c(120.645852717862, 24.1375087974051)
"2230.1","66000070018","臺中市","南屯區","向心里","Xiangxin Vil.","B","66000","B07","66000070",NA,"臺中市南屯區向心里",308961.733920932,"119","6315f75110be1546a3c8d203",24.1374368379441,120.645889227572,"2022-09-04T07:39:00.000Z","NA","61c6a09910be1550a1c8d064","NA","2022-09-05T13:19:13.872Z","2022-09-05T13:19:13.872Z","朱暖英","臺中市","國民黨","南屯區","縣市議員","不容易描述","固定式","NA","NA","是","NA","NA","NA",c(120.645889227572, 24.1374368379441)
"2230.2","66000070018","臺中市","南屯區","向心里","Xiangxin Vil.","B","66000","B07","66000070",NA,"臺中市南屯區向心里",308961.733920932,"120","6315f5af10be15c097c8d202",24.1374466287274,120.645857577546,"2022-09-04T07:39:00.000Z","NA","61c6a09910be1550a1c8d064","NA","2022-09-05T13:12:15.554Z","2022-09-05T13:12:15.554Z","張耀中","臺中市","民進黨","南屯區","縣市議員","左","NA","NA","NA","是","NA","NA","NA",c(120.645857577546, 24.1374466287274)
"2230.3","66000070018","臺中市","南屯區","向心里","Xiangxin Vil.","B","66000","B07","66000070",NA,"臺中市南屯區向心里",308961.733920932,"121","6315f52510be15ed00c8d201",24.1375573577792,120.645852264838,"2022-09-04T07:39:00.000Z","NA","61c6a09910be1550a1c8d064","NA","2022-09-05T13:09:57.918Z","2022-09-05T13:09:57.918Z","吳佩芸","臺中市","時代力量","南屯區","縣市議員","上","固定式","NA","NA","NA","NA","NA","NA",c(120.645852264838, 24.1375573577792)
"1321","10018010019","新竹市","東區","復中里","Fuzhong Vil.","O","10018","O01","10018010",NA,"新竹市東區復中里",248877.817284514,"122","6315e18e10be154cacc8d200",24.8099638888889,120.977097222222,"2022-09-05T09:38:00.000Z","|TID:哈爸2020905-2|","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:46:22.752Z","2022-09-05T12:22:29.092Z","宋品瑩","新竹市","無黨","東區","縣市議員","左","固定式","NA","NA","否","認真服務 瑩向未來","NA","NA",c(120.977097222222, 24.8099638888889)
"1321.1","10018010019","新竹市","東區","復中里","Fuzhong Vil.","O","10018","O01","10018010",NA,"新竹市東區復中里",248877.817284514,"123","6315e14910be1556d1c8d1ff",24.8099638888889,120.977097222222,"2022-09-05T09:38:00.000Z","|TID:哈爸2020905-2|","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:45:13.845Z","2022-09-05T12:22:37.575Z","鄭美娟","新竹市","民進黨","東區","縣市議員","右","固定式","NA","NA","是","東區未來 我來","NA","NA",c(120.977097222222, 24.8099638888889)
